DB.ID,DB.REVISION,PUB.CitationKey,PUB.Title,PUB.Author,PUB.Year,PUB.Link,PUB.Citations,PUB.CitationsPerYear,META.Name,META.Description,META.SPECIFIC_NEW_USE_CASE,META.SCOPE,META.FOCUS,META.GOAL,META.TOPIC,META.SETTING,MAPPING.HAS_MAPPING,MAPPING.FROM,MAPPING.ORIGIN,MAPPING.TO,MAPPING.CONCEPT,MAPPING.REPRESENTATION,MAPPING.MEANING,MAPPING.LEVEL,OUTPUT.ACTIVATION,OUTPUT.TRANSITION_TO_FOREGROUND,OUTPUT.MODALITY,OUTPUT.ACCESS,OUTPUT.INFORMATION_BANDWIDTH,OUTPUT.TECH,OUTPUT.SIMILARITY,EVAL.HAS_EVALUATION,EVAL.SAMPLE_SIZE,EVAL.TIME_PERIOD,EVAL.SETTING,EVAL.STUDY_GROUP,EVAL.DEVSTAGE,EVAL.USABILITY,EVAL.COGNITIVE_LOAD,EVAL.CHANGED_BEHAVIOUR,META.PSYCHOLOGICAL_GROUNDING,OUTPUT.INFORMATION_PPP,OUTPUT.BACKGROUND_EMBEDDING,OUTPUT.CUSTOM_HARDWARE,OUTPUT.CUSTOM_HARDWARE_ISSUES,OUTPUT.REMOTE_UPDATABILITY,OUTPUT.TEMPORAL_CONTEXT,OUTPUT.UPDATE_DYNAMIC,OUTPUT.AESTHETIC_EMPHASIS
nvz9qycml5,1,gencHowelSoftWearable2019,Howel: A Soft Wearable with Dynamic Textile Patterns as an Ambient Display for Cardio Training,"Genç, Çağlar and Ekmekçioğlu, Yavuz Ali and Balci, Fuat and Ūrey, Hakan and Özcan, Oguzhan",2019,,,0,Howel,Textile that covers lower arm and show colors depending on heartrate target zone during workout,YES,ADAIS,PROTOTYPE,"AID_IN_ACTIVITY,INCREASE_AWARENESS",HEALTH,EXERCISE,,,,,,,,,CONTINUOUS,CHANGE_BLIND,"VISUAL,HEAT",PERSONAL,MEDIUM,OTHER,ASSOCIATED,YES,3,HOURS,IN_SITU,USERS,WOZ,INTERVIEW,[NA],[NA],NONE,PRESENCE,"PERIPHERAL_PLACEMENT,AUGMENTATION",YES,NONE,NO,,,
nwutoainhmq,1,romanowskiDesignImplementationPervasive2013,Design and Implementation of a Pervasive Occupancy Displaying System in an Academic Environment,"Romanowski, Andrzej and Chaniecki, Zbigniew and Grudzien, Krzysztof and Garbaa, Hela and Jackowska-Strumillo, Lidia and Sankowski, Dominik and Wozniak, Pawel",2013,,1,0.1,OccuDisp,Camera-based system that detects study room occupancy and displays it as colored bars on public LCD screens in a university building,YES,ADAIS,"PROTOTYPE,USECASE,DEV","INCREASE_AWARENESS,AID_IN_ACTIVITY","EVENTS,OTHER",EDUCATION,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PUBLIC,MEDIUM,SCREEN,ARTIFICIAL,YES,52,WEEKS,"IN_SITU,IN_LAB",USERS,PROTOTYPE,INTERVIEW,[NA],SUBJECTIVE,NONE,"PRESENCE,PULL",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
nxc6rmcpxo,1,alemanAmbientDisplaysAssist2016,Ambient Displays to Assist Caregivers Monitoring the Sleep of People with Dementia,"Alemán, Carlos A. and Favela, Jesús",2016,,1,0.2,Light path,Light patterns and colors that indicate the path to a current event of interest,YES,"ADAIS,AS","USECASE,PROTOTYPE",INCREASE_AWARENESS,HEALTH,MEDICAL,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,GROUP,MEDIUM,LED,ARTIFICIAL,YES,5,HOURS,IN_PRESENTATION,"USERS,EXPERTS",SIMULATION,INTERVIEW,[NA],[NA],NONE,PUSH,PERIPHERAL_PLACEMENT,NA,NA,NOT_MENTIONED,,,
nxh6hh6ddwb,1,wangStylizedAmbientDisplays2011,Stylized Ambient Displays of Digital Media Collections,"Wang, Tinghuai",2011,,15,1.6,Digital Ambient Display,"An always-on digital photo frame that automatically selects, artistically stylizes and transitions between a user's personal photo and video collection, adapting to user attention detected via webcam gaze detection",YES,ADAIS,"DEV,PROTOTYPE,USECASE",OTHER,"SOCIAL,EVENTS",HOME,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,HOUSEHOLD,HIGH,SCREEN,"FAMILIAR,ART",YES,10,HOURS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,USAGE_STATISTIC",[NA],[NA],NONE,PRESENCE,AUGMENTATION,NO,NA,NOT_MENTIONED,,,
nxk7sprjos,1,adamiAmbientAssistedLiving2014,Ambient Assisted Living for People with Motor Impairments,"Adami, Ilia and Antona, Margherita and Stephanidis, Constantine",2014,,4,0.6,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyiywjau1f,1,hongActivityRecognitionSystem2012,An Activity Recognition System for Ambient Assisted Living Environments,"Hong, Jin-Hyuk and Ramos, Julian and Shin, Choonsung and Dey, Anind K.",2012,,10,1.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nzr06shq8gg,1,savageExplorationNeedsConcerns2010,An Exploration of the Needs and Concerns of Potential Ambient Assisted Living Users within the Context of the Meaning of Home,"Savage, R.M.",2010,,1,0.1,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o0he0tsyqlg,1,burnsActivMONWearableAmbient2011,ActivMON: A Wearable Ambient Activity Display,"Burns, Patrick and Lueg, Christopher and Berkovsky, Shlomo",2011,,4,0.4,ActivMON,A wrist-worn wearable device with an RGB LED that changes colour to show a user's daily activity level and pulses to indicate group activity level,YES,ADAIS,"PROTOTYPE,DEV,USECASE",BEHAVIOURAL_CHANGE,HEALTH,"EXERCISE,OTHER",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,MEDIUM,LED,ARTIFICIAL,NO,1,HOURS,IN_SITU,USERS,PROTOTYPE,[NA],[NA],[NA],NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
o230dd7a79,1,rizzonCWalkerCyberphysicalSystem2016,C-Walker: A Cyber-Physical System for Ambient Assisted Living,"Rizzon, Luca and Moro, Federico and Passerone, Roberto and Macii, David and Fontanelli, Daniele and Nazemzadeh, Payam and Corrà, Michele and Palopoli, Luigi and Prattichizzo, Domenico",2016,,2,0.4,C-Walker,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3aruqx0h9s,1,khawajaUWBRadarBased2017,UWB Radar Based beyond Wall Sensing and Tracking for Ambient Assisted Living,"Khawaja, Wahab and Koohifar, Farshad and Guvenc, Ismail",2017,,4,1.1,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3uyvt21kvf,1,kuznetsovUpStreamMotivatingWater2010,UpStream: Motivating Water Conservation with Low-Cost Water Flow Sensing and Persuasive Displays,"Kuznetsov, Stacey and Paulos, Eric",2010,,142,13.5,UpStream: Public Faucet Display,A faucet-mounted ambient display using a traffic-light colored light and an LED bar graph to show individual and collective water usage at public bathroom faucets,YES,ADAIS,PROTOTYPE,"INCREASE_AWARENESS,BEHAVIOURAL_CHANGE","RESOURCES,HEALTH","URBAN,EDUCATION",,,,,,,,,USER,MAKE_AWARE,VISUAL,PUBLIC,MEDIUM,LED,"ASSOCIATED,ARTIFICIAL",YES,11,DAYS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,QUESTIONNAIRE",[NA],"OBJECTIVE,SUBJECTIVE",NONE,PRESENCE,AUGMENTATION,YES,POWER,NOT_MENTIONED,,,
o48iw7tvlak,1,atesDesignScienceResearch2018,Design Science Research Für Ambient Assisted Living Systeme (AAL),"Ates, N and Piazolo, F and Kathrein, J and Förster, K",2018,,1,0.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4o53mthbtb,1,bektemirovaAmbientAssistedLiving2015,Ambient Assisted Living Systems and Platforms,"Bektemirova, A",2015,,1,0.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5gvptw5tfg,1,brewsterTactonsStructuredTactile2004,Tactons: Structured Tactile Messages for Non-Visual Information Display,"Brewster, Stephen A and Brown, Lorna M",2004,,689,41.8,Tactons,"Structured, abstract tactile messages (tactile icons) delivered via vibrotactile actuators to communicate information non-visually",NO,"TUI,ADAIS","CONCEPT,DEV","NOTIFICATION,AID_IN_ACTIVITY,ASSISTED_LIVING","EVENTS,OTHER",WORKPLACE,,,,,,,,,EVENT,MAKE_AWARE,HAPTIC,PERSONAL,MEDIUM,SPEAKER,ARTIFICIAL,NO,0,,,,,,,,COGNITIVE_LOAD,PUSH,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
o6sxo73a19,1,ostensenEvaluationAmbientAssisted2014,Evaluation of Ambient Assisted Living Interventions-Which Tool to Choose?,"Østensen, E and Svagård, I and Fossberg, AB",2014,,3,0.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6x6rif8hm,1,fortmannSupportingSituationAwareness2014,Supporting Situation Awareness with Peripheral Feedback on Monitoring Behavior,"Fortmann, Florian and Müller, Heiko and Brauer, Dierk and Boll, Susanne",2014,,2,0.3,,,,AS,,INCREASE_AWARENESS,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
o98inar902,1,olivierAmbientKitchenDesigning2009,Ambient Kitchen: Designing Situated Services Using a High Fidelity Prototyping Environment,"Olivier, Patrick and Xu, Guangyou and Monk, Andrew and Hoey, Jesse",2009,,126,11,Ambient Kitchen,"Prototyping environment with projectors, cameras, sensors in a kitchen. Senses if ingredients for recipies are available and displays traffic light next to ingredients in projection.",,,"DEV,PROTOTYPE",,HEALTH,"MEDICAL,HOME",,,,,,,,,,,,,,,,NO,0,,,,,INTERVIEW,,,,,,,,,,,
o9moywvkpe,1,martinhoEvaluatingReliabilityAmbientassisted2016,Evaluating the Reliability of Ambient-Assisted Living Business Processes.,"Martinho, R and Domingos, D and Respício, A",2016,,6,1.3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9x1ap7m2zr,1,gellersenAmbientMediaPeripheral1999,Ambient Media for Peripheral Information Display,"Gellersen, Hans-W. and Schmidt, Albrecht and Beigl, Michael",1999,,43,2,Ambient Lamp,"Lamps illuminating posters and pictures, changing light level to display web activity",YES,ADAIS,"PROTOTYPE,USECASE,DEV","INCREASE_AWARENESS,NOTIFICATION","EVENTS,SOCIAL",WORKPLACE,,,,,,,,,EVENT,CHANGE_BLIND,POS,GROUP,MEDIUM,LED,FAMILIAR,NO,,MONTHS,IN_SITU,USERS,PROTOTYPE,"OBSERVATION,COMMENTS",[NA],SUBJECTIVE,NONE,PRESENCE,"AUGMENTATION,PERIPHERAL_PLACEMENT",YES,NONE,NOT_MENTIONED,,,
oac8avr44c,1,fanActivityRecognitionService2017,Activity Recognition as a Service for Smart Home: Ambient Assisted Living Application via Sensing Home,"Fan, Xiaohu and Xie, Qubo and Li, Xuebin and Huang, Hao and Wang, Jian and Chen, Si and Xie, Changsheng and Chen, Jiajing",2017,,16,4.6,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oav8wsr9uu,1,marincInteractivePersonalizationAmbient2011,Interactive Personalization of Ambient Assisted Living Environments,"Marinc, A and Stocklöw, C and Braun, A and Limberger, C",2011,,16,1.7,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oc1c4omq7ff,1,shkilniukAnalysisSurveyTools2020,Analysis of Survey Tools for Recommender Systems in the Selection of Ambient Assisted Living Technologies,"Shkilniuk, Yurii and Alarcón, Ángel Serrano and Gaiduk, Maksym and Seepold, Ralf and Madrid, Natividad Martínez",2020,,,0,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oc5gw25r4m,1,messeterEvaluatingAmbientDisplays2012,Evaluating Ambient Displays in the Wild: Highlighting Social Aspects of Use in Public Settings,"Messeter, Jörn and Molenaar, Daryn",2012,,19,2.2,Untitled,Semi-transparent plastic cylinder with RGB LED strips that shifts colour to indicate expected bus arrival times at a bus terminal,YES,ADAIS,"EVAL,ISSUES","INCREASE_AWARENESS,NOTIFICATION",SOCIAL,"TRANSPORT,URBAN",,,,,,,,,EVENT,CHANGE_BLIND,VISUAL,PUBLIC,MEDIUM,LED,ARTIFICIAL,YES,20,DAYS,IN_SITU,USERS,WOZ,"HEURISTIC_EVALUATION,INTERVIEW",[NA],"OBJECTIVE,SUBJECTIVE",NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
ocld5cr3kg,1,shenIssuesEvaluationAmbient2009,Issues for the Evaluation of Ambient Displays,"Shen, X and Moere, AV and Eades, P and Hong, SH",2009,,1,0.1,,,,ADAIS,,,,,,,,,,,,,,,[NA],,,,,,,,,,,,,,,,,,,,,,
ocmny1t49jo,1,bakkerDesignPeripheralInteraction2013,Design for Peripheral Interaction,"Bakker, S",2013,,29,3.9,,,,,,,,EDUCATION,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
odnnkkcm94a,1,beckerAmbientAssistedLiving2007,Ambient Assisted Living Systems – Notes on a Plenary Discussion,"Becker, Martin and Floeck, Martin and Fuhrmann, Thomas",2007,,1,0.1,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odshbo8o07,1,costinTelemonitoringVitalSigns2011,Telemonitoring of Vital Signs – an Effective Tool for Ambient Assisted Living,"Costin, H. and Rotariu, C. and Adochiei, F. and Ciobotariu, R. and Andruseac, G. and Corciova, F.",2011,,8,0.8,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofa10kk2wnl,1,vulpeIoTSecurityApproaches2019,IoT Security Approaches in Social Robots for Ambient Assisted Living Scenarios,"Vulpe, Alexandru and Paikan, Ali and Craciunescu, Razvan and Ziafati, Pouyan and Kyriazakos, Sofoklis and Hemmer, Adrien and Badonnel, Remi",2019,,,0,,,,IOT,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oga1dypn49,1,tazariUnifiedAmbientAssisted2011,Towards a Unified Ambient Assisted Living and Personal Health Environment,"Tazari, MR and Wichert, R and Norgall, T",2011,,13,1.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogcixavbuq,1,serranoValidatingAmbientIntelligence2013,Validating Ambient Intelligence Based Ubiquitous Computing Systems by Means of Artificial Societies,"Serrano, Emilio and Botia, Juan",2013,,47,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogmmg60jv6,1,torresLiveObjectsLeveragingTheatricality2016,LiveObjects: Leveraging Theatricality for an Expressive Internet of Things,"Torres, Cesar and O'Leary, Jasper and Paulos, Eric",2016,,2,0.4,GorgeBox,A soft-actuated IoT object with a rubber balloon inside a wood frame that inflates as Twitter mentions of a user accumulate,YES,"IOT,ADAIS","PROTOTYPE,CONCEPT","NOTIFICATION,INCREASE_AWARENESS","SOCIAL,EVENTS",OTHER,,,,,,,,,EVENT,MAKE_AWARE,POS,PUBLIC,MEDIUM,MOTOR,ART,NO,,,,,,,,,NONE,"PRESENCE,PUSH",AUGMENTATION,YES,NONE,NOT_MENTIONED,,,
oh71e6mw1hl,1,phelanAmbientCalendar2008,The Ambient Calendar,"Phelan, Owen and Coyle, Lorcan and Stevenson, Graeme and Neely, Steve",2008,,5,0.4,,,,,,,HEALTH,"WORKPLACE,HOME",,,,,,,,,,,,,,,,YES,,,,,,"HEURISTIC_EVALUATION,INTERVIEW,QUESTIONNAIRE",,,,,,,,,,,
ohes64vxyok,1,otjacquesRedesignClassicInformation2007,Redesign of Classic Information Visualization Techniques in an Artistic Computing Perspective,"Otjacques, Benoît and Feltz, Fernand",2007,,3,0.2,,,,,DEFTAX,,,,,,,,,,,,,,VISUAL,,,,ART,NO,,,,,,,,,,,,,,,,,
oiyueapkv1,1,mcdonaldProactiveDisplaysSupporting2008,Proactive Displays: Supporting Awareness in Fluid Social Environments,"McDonald, David W. and McCarthy, Joseph F. and Soroczak, Suzanne and Nguyen, David H. and Rashid, Al M.",2008,,90,7.2,Proactive displays,Shows similarities of interest between people in front of display,,,,,SOCIAL,,,,,,,,,,,,,,,,,YES,,,,,,INTERVIEW,,,,,,,,,,,
ojcmjmv97kq,1,wichertAmbientAssistedLiving2013,"Ambient Assisted Living: 6. AAL-Kongress 2013 Berlin, Germany, January 22.-23., 2013","Wichert, R and Klausing, H",2013,,3,0.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojdkj58vj1s,1,minutoFollowGrassSmart2012,Follow the Grass: A Smart Material Interactive Pervasive Display,"Minuto, Andrea and Huisman, Gijs and Nijholt, Anton",2012,,4,0.5,Follow the grass,Artificial blades of grass actuated by nitinol muscle wires that bend in eight directions to display animations and guide users in public spaces,YES,ADAIS,"CONCEPT,PROTOTYPE,DEV","BEHAVIOURAL_CHANGE,AID_IN_ACTIVITY,OTHER",HEALTH,MEDICAL,,,,,,,,,USER,MAKE_AWARE,POS,PUBLIC,MEDIUM,MOTOR,FAMILIAR,NO,,,,,,,,,NONE,"PUSH,PRESENCE","MIMICRY,CAMOUFLAGE",YES,"FABRICATION,OTHER",NOT_MENTIONED,,,
ok8yfv357x,1,alemanAmbientDisplaysAssist2016,Ambient Displays to Assist Caregivers Monitoring the Sleep of People with Dementia,"Alemán, Carlos A. and Favela, Jesús",2016,,1,0.2,Vibration morse code,Haptic interface delivering morse code vibration patterns where each pattern indicates the type or location of a nighttime event involving a person with dementia,YES,"ADAIS,AS","USECASE,PROTOTYPE",INCREASE_AWARENESS,HEALTH,MEDICAL,,,,,,,,,EVENT,MAKE_AWARE,HAPTIC,PERSONAL,MEDIUM,MOTOR,ARTIFICIAL,YES,5,HOURS,IN_PRESENTATION,USERS,SIMULATION,INTERVIEW,[NA],[NA],NONE,PUSH,PERIPHERAL_PLACEMENT,NA,NA,NOT_MENTIONED,,,
okbt1hpt43,1,fulopSemanticIntelligentSpace2012,Semantic Intelligent Space for Ambient Assisted Living,"Fülöp, István Marcell and Galambos, Péter and Baranyi, Péter",2012,,4,0.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okh2ygg3n6b,1,garciaCrowdBasedAmbientAssisted2017,Crowd-Based Ambient Assisted Living to Monitor the Elderly’s Health Outdoors,"Garcia, Ana Cristina Bicharra and Vivacqua, Adriana Santarosa and Sanchez-Pi, Nayat and Marti, Luis and Molina, Jose M.",2017,,12,3.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oktlrwst1q9,1,bachourLowresolutionAmbientAwareness2010,Low-Resolution Ambient Awareness Tools for Educational Support,"Bachour, K and Alavi, H Seiied and Kaplan, F",2010,,5,0.5,Lantern,A portable lamp with a column of LEDs that shows a team's current exercise and help-request status during recitation sections,YES,ADAIS,"PROTOTYPE,USECASE,EVAL","INCREASE_AWARENESS,AID_IN_ACTIVITY","SOCIAL,EVENTS",EDUCATION,,,,,,,,,USER,MAKE_AWARE,VISUAL,GROUP,MEDIUM,LED,FAMILIAR,YES,,WEEKS,IN_SITU,USERS,PROTOTYPE,OBSERVATION,[NA],OBJECTIVE,NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
okyf785lw9,1,mccarthyProactiveDisplaysExperience2002,Proactive Displays \& the Experience UbiComp Project,"McCarthy, Joseph F. and Nguyen, David H. and Rashid, Al Mamunur and Soroczak, Suzanne",2002,,69,3.7,Ticket2Talk,A large plasma display in a coffee break area that cycles through visual 'tickets to talk' contributed by attendees whose RFID tags are detected nearby,YES,ADAIS,"PROTOTYPE,USECASE","INCREASE_AWARENESS,OTHER",SOCIAL,SOCIAL,,,,,,,,,OBJECT,USER_POLL,VISUAL,PUBLIC,HIGH,SCREEN,ARTIFICIAL,NO,,,,,,,,,NONE,PRESENCE,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
olaxwf5trl,1,kimSeenMusicAmbient2015,Seen Music: Ambient Music Data Visualization for Children with Hearing Impairments,"Kim, Jeeeun and Ananthanarayan, Swamy and Yeh, Tom",2015,,3,0.5,Colored Frame,A transparent standing acrylic frame with five colored LEDs that light up to visualize music tune and rhythm for children with hearing impairments,YES,ADAIS,PROTOTYPE,"ASSISTED_LIVING,AID_IN_ACTIVITY",OTHER,EDUCATION,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,PUBLIC,MEDIUM,LED,"FAMILIAR,ART",NO,,,,,,,,,NONE,PRESENCE,AUGMENTATION,YES,NONE,NOT_MENTIONED,,,
olkm6hil2o,1,matthewsToolkitManagingUser2004,A Toolkit for Managing User Attention in Peripheral Displays,"Matthews, Tara and Dey, Anind K. and Mankoff, Jennifer and Carter, Scott and Rattenbury, Tye",2004,,211,12.8,Social Guitar,A guitar-like device that plucks a string via servomotors to provide awareness of audio activity levels in a remote space,YES,ADAIS,"DEV,PROTOTYPE",INCREASE_AWARENESS,SOCIAL,WORKPLACE,,,,,,,,,EVENT,MAKE_AWARE,AUDIO,GROUP,MEDIUM,"MOTOR,SPEAKER",ARTIFICIAL,NO,,,,,,,,,"PERIPHERAL_ATTENTION,AWARENESS_CONSCIOUSNESS",PUSH,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
ommby7rs16r,1,kimInflatableMouseVolumeadjustable2008,Inflatable Mouse: Volume-Adjustable Mouse with Air-Pressure-Sensitive Input and Haptic Feedback,"Kim, Seoktae and Kim, Hyunjung and Lee, Boram and Nam, Tek-Jin and Lee, Woohun",2008,,99,7.9,Inflatable Mouse,Inflate casing,YES,ADAIS,"PROTOTYPE,DEV,USECASE","AID_IN_ACTIVITY,NOTIFICATION","SOCIAL,SAFETY,HEALTH","WORKPLACE,HOME",,,,,,,,,EVENT,MAKE_AWARE,HAPTIC,PERSONAL,LOW,MOTOR,FAMILIAR,NO,20,HOURS,IN_LAB,USERS,PROTOTYPE,"COMMENTS,OBSERVATION,TASK_PERFORMANCE",[NA],[NA],NONE,PUSH,AUGMENTATION,YES,OTHER,NOT_MENTIONED,,,
onc0hlrqubn,1,yaoIncentiveMechanismParticipatory2018,Incentive Mechanism in Participatory Sensing for Ambient Assisted Living.,"Yao, H and Muqing, W and Tianze, L",2018,,1,0.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onofwazvwx9,1,ducatelScenariosAmbientIntelligence2001,Scenarios for Ambient Intelligence in 2010,"Ducatel, Ken",2001,,787,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oofx8g1gmj,1,mikalsenInteroperabilityServicesMPOWER2009,Interoperability Services in the MPOWER Ambient Assisted Living Platform.,"Mikalsen, M and Hanke, S and Fuxreiter, T and Walderhaug, S",2009,,41,3.6,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oojo05826of,1,aztiriaUserBehaviorShift2013,User Behavior Shift Detection in Ambient Assisted Living Environments,"Aztiria, A and Farhadi, G and Aghajan, H",2013,,12,1.6,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opa1utd39mp,1,lockenExploringDesignSpace2014,Exploring the Design Space of Ambient Light Displays,"Löcken, Andreas and Müller, Heiko and Heuten, Wilko and Boll, Susanne CJ",2014,,11,1.7,Sparkle,Ambient light display embedded with a tablet PC using LEDs to show dynamic off-screen points of interest,YES,ADAIS,PROTOTYPE,INCREASE_AWARENESS,OTHER,OTHER,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,"LED,SCREEN",ARTIFICIAL,NO,,HOURS,IN_LAB,USERS,PROTOTYPE,TASK_PERFORMANCE,[NA],[NA],NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
oppu10wp9rp,1,weiserDesigningCalmTechnology1996,Designing Calm Technology,"Weiser, Mark and Brown, John Seely",1996,,1230,50.2,Dangling String / Live Wire,Visualizing network activity,YES,ADAIS,USECASE,INCREASE_AWARENESS,OTHER,WORKPLACE,YES,Bits Network traffic,LOCAL,Movement Cable,Measured Network Traffic,Moving Cable,Sense of Network Activity,INDEXICAL,CONTINUOUS,MAKE_AWARE,"AUDIO,VISUAL",GROUP,LOW,MOTOR,ARTIFICIAL,NO,0,,,,,,,,SPATIAL_OBJECT_BINDING,PRESENCE,"PERIPHERAL_PLACEMENT,MIMICRY",YES,NONE,NOT_MENTIONED,,,
opr13moaggg,1,coughlinMonitoringManagingMotivating2011,"Monitoring, Managing, and Motivating Driver Safety and Well-Being","Coughlin, J. F. and Reimer, B. and Mehler, B.",2011,,107,11.3,AwareCar,"In-vehicle platform that detects driver state (stress, fatigue, inattention) and displays it via a color-changing ambient device to help drivers reach an optimal arousal state",YES,"AS,ADAIS","CONCEPT,PROTOTYPE,USECASE",INCREASE_AWARENESS,HEALTH,MEDICAL,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,LED,ARTIFICIAL,NO,,HOURS,"IN_SITU,IN_LAB",USERS,PROTOTYPE,TASK_PERFORMANCE,PHYSIOLOGICAL,[NA],COGNITIVE_LOAD,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
oqaidgzneqf,1,teixeiraSilentSpeechInteraction2017,Silent Speech Interaction for Ambient Assisted Living Scenarios,"Teixeira, António and Vitor, Nuno and Freitas, João and Silva, Samuel",2017,,2,0.6,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
or19xvoiov,1,mullerReflectiveSignsDigitalSigns2009,ReflectiveSigns: Digital Signs That Adapt to Audience Attention,"Müller, Jörg and Exeler, Juliane and Buzeck, Markus and Krüger, Antonio",2009,,231,20.1,ReflectiveSigns,Public Displays that shows personalized content by using face detection,,UI,,,,,,,,,,,,,,,,,,,,YES,15,,,USERS,,INTERVIEW,,,,,,,,,,,
or5djuc0qon,1,boughtonHome2HomeLightweightGiftgiving2012,"Home2Home: A ""Lightweight"" Gift-Giving Portal between Homes","Boughton, Alexandra and Gopalakrishna, Arjun and Udayashankar, Bhavya and Morgan, Alexandra",2012,,1,0.1,Home2Home,Shared smartboard between remote homes,YES,ADAIS,"PROTOTYPE,USECASE","AID_IN_ACTIVITY,NOTIFICATION",SOCIAL,HOME,,,,,,,,,EVENT,MAKE_AWARE,"VISUAL,AUDIO",FAMILY,HIGH,"SCREEN,SPEAKER",FAMILIAR,NO,10,HOURS,"IN_SITU,IN_LAB",USERS,SIMULATION,"COMMENTS,OBSERVATION,TASK_PERFORMANCE",[NA],[NA],NONE,"PUSH,PRESENCE",AUGMENTATION,NO,NA,NOT_MENTIONED,,,
orbr4dxkhim,1,billinghurstTangibleInterfacesAmbient2010,Tangible Interfaces for Ambient Augmented Reality Applications,"Billinghurst, Mark and Grasset, Raphaël and Seichter, Hartmut",2010,,11,1,,,,TUI,,INCREASE_AWARENESS,,,,,,,,,,,,,HAPTIC,,,,,NO,,,,,,,,,,,,,,,,,
